name,sfr_h18,tf_type,nndist_proj,nndist_kd,tf_confidence,modelu_rcorr,econame,mu_delta,grpn,fc,logmh,grpnassoc,grp,grpradeg,grpdedeg,logmhdyn,grpsig,grprproj,logmhdynstack,logmh_e17,logmhdynh_e17,grp_e17,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,ef21corr_rand,f21corr,f21,limflagmhi,confused,deconf_mode,ef21corr_sys,hitelescope,rms_hi,e_f21,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b
rs1427,0.04398981,1,0.39388999,0.398107967556,3,1.00305,ECO13798,6.82877,4.0,0,12.6299,5.0,4947.0,146.544,3.09906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.1,0.03,0.01,3.82,0.08,-99.0,0.14,-99.0,19.93,0.05,3.4162374,0.16,-99.0,0.48,0.19,146.57454,0.1,-99.0,-99.0,7.8,18.04,16.91,18.04,0.16,1.11,-0.1,-99.0,17.96,0.74,0.33,17.33,-99.0,0.05,2.01,2.74,1.07,1.01,7.85,-99.0,5828.61,0.34,0.1,-16.58,1.83,18.27,0.34,0.04,0.13,5594.5,0.08,-99.0,0.04,16.02,18.37,0,0.0,0.0,0.75,0,0,0,0.0,ALFALFA,2.52,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1428,0.02967728,NaN,0.67593998,1.47492493315,NaN,1.19257,ECO13799,7.277,1.0,1,10.7505,1.0,9653.0,146.887,3.9819,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.3,0.04,0.01,1.27,0.08,16.3,0.15,14.43,19.88,0.06,3.9821358,0.76,1.9,1.47,0.2,146.88639,0.11,1.08,14.82,10.28,17.81,16.61,17.35,0.47,1.57,-0.26,-99.0,17.03,0.93,0.36,25.96,-99.0,0.53,2.66,3.45,1.55,1.38,8.29,-99.0,4828.0,0.37,0.04,-16.96,2.37,16.82,0.37,0.05,1.78,4828.0,0.08,1.57,0.04,15.4,18.59,0,0.0,0.0,0.79,0,0,0,0.0,ALFALFA,2.49,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1429,0.00024257,NaN,0.32912001,2.22934006043,NaN,1.63818,ECO13800,7.58294,1.0,1,5.88536,1.0,9654.0,147.999,4.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.65,0.03,0.01,-99.0,0.07,-99.0,0.13,-99.0,23.95,0.05,4.2401713,0.21,-99.0,0.84,0.17,147.99938,0.09,-99.0,-99.0,1.87,21.98,20.04,20.91,0.95,2.22,-0.29,-99.0,20.52,0.7,0.31,4.21,-99.0,0.25,3.64,4.49,2.36,2.07,7.29,-99.0,5207.7,0.32,0.24,-13.54,3.07,20.8,0.32,0.04,0.78,5207.7,0.76,-99.0,0.23,-99.0,22.23,0,0.0,0.0,0.8,0,0,0,0.0,ALFALFA,2.46,0.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1430,0.03772649,NaN,0.34208,1.96839646041,NaN,1.07429,ECO13801,6.78564,1.0,1,10.7121,1.0,9655.0,148.559,2.4797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.23,0.03,0.01,0.71,0.07,16.0,0.13,-99.0,20.29,0.05,2.480267,0.06,1.91,0.56,0.18,148.5591,0.09,-99.0,-99.0,7.27,18.56,17.23,18.27,0.38,1.48,-0.11,-99.0,18.0,0.2,0.32,13.47,-99.0,0.09,2.49,3.3,1.39,1.25,8.15,-99.0,7098.8,0.32,0.04,-16.86,2.28,17.95,0.32,0.04,0.21,7098.8,0.18,-99.0,0.05,16.56,19.75,0,0.0,0.0,1.04,0,0,0,0.0,ALFALFA,2.58,0.09,10.71,0,0.0,11.16,26164,10.8,10.71,0,0.0,1,0,0.0,0.0,0
rs1431,0.04864413,NaN,1.64740002,2.42474053942,NaN,0.837261,ECO13802,6.49655,1.0,1,10.9649,1.0,9429.0,151.429,1.6147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.37,0.03,0.01,1.53,0.07,15.82,0.13,-99.0,20.04,0.05,1.6152825,9.35,2.96,0.6,0.18,151.42947,0.09,-99.0,15.36,15.1,18.81,17.05,17.39,0.64,2.12,1.27,14.73,18.1,0.79,0.31,27.97,0.35,0.09,2.96,3.97,1.47,1.2,8.49,-99.0,7052.4,0.32,0.4,-17.72,3.14,15.97,0.32,0.04,0.47,7052.4,0.11,0.28,0.08,16.16,20.08,0,0.0,0.0,0.9,0,0,0,0.0,ALFALFA,2.81,0.07,11.28,0,0.0,11.14,26165,5.33,11.28,0,0.0,1,0,0.0,0.0,0
rs1432,0.08539574,2,1.398,0.817938430728,2,1.17753,ECO13803,7.43582,1.0,1,11.0319,1.0,9430.0,152.758,3.5744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.26,0.02,0.01,-99.0,0.05,14.24,0.08,-99.0,19.34,0.03,3.5745753,0.13,2.48,2.38,0.11,152.75842,0.06,-99.0,15.15,9.01,17.26,15.36,16.88,0.41,1.53,-0.05,14.87,16.73,0.86,0.2,21.4,2.03,0.06,2.61,3.44,1.49,1.34,8.67,-99.0,6667.5,0.21,0.06,-18.07,2.35,16.76,0.21,0.03,0.15,6667.5,0.05,0.41,0.04,-99.0,18.17,1,0.0,0.0,0.89,0,0,0,0.0,ALFALFA,2.49,0.07,11.15,0,0.0,11.13,26166,5.12,11.15,0,0.0,1,0,0.0,0.0,0
rs1433,0.08914728,NaN,0.29484999,1.35931338894,NaN,0.872047,ECO13804,6.967,1.0,1,10.9139,1.0,9431.0,156.496,0.5128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,0.23,0.05,0.02,0.73,0.11,14.73,0.19,-99.0,19.52,0.08,0.51286936,1.34,2.5,2.05,0.26,156.49606,0.14,-99.0,-99.0,9.2,17.96,16.43,17.62,0.38,1.52,0.0,-99.0,17.4,0.77,0.47,18.88,-99.0,0.37,2.39,3.21,1.25,1.1,8.37,-99.0,6712.9,0.48,0.33,-17.43,2.34,16.2,0.48,0.06,0.75,6712.9,0.07,-99.0,0.05,15.81,19.2,1,0.0,0.0,1.18,0,0,0,0.0,ALFALFA,2.81,0.06,12.08,0,0.0,11.17,26167,2.46,12.08,0,0.0,1,0,0.0,0.0,0
rs1434,0.11250576,2,0.44843999,1.50667899355,2,0.712021,ECO13805,6.76532,1.0,1,10.8369,1.0,9656.0,156.959,2.5042,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.14,0.04,0.02,0.87,0.09,15.93,0.16,-99.0,19.12,0.06,2.5041309,0.73,1.83,1.13,0.21,156.95885,0.11,-99.0,-99.0,9.07,18.02,17.13,17.74,0.23,1.25,-0.07,-99.0,17.67,0.69,0.38,18.97,-99.0,0.05,1.96,2.69,0.94,0.85,8.11,-99.0,6509.3,0.39,0.17,-17.21,1.98,16.83,0.39,0.05,0.67,6509.3,0.1,-99.0,0.05,16.89,18.86,0,0.0,0.0,0.53,0,0,0,0.0,ALFALFA,2.6,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1435,0.01111551,NaN,-999.0,0.0960789672132,NaN,1.118,ECO13806,7.12032,2.0,0,11.2949,3.0,5713.0,159.587,0.051553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.04,0.21,0.06,0.02,3.14,0.14,-99.0,0.25,-99.0,21.22,0.1,0.096847631,-99.0,-99.0,1.53,0.34,159.63302,0.18,-99.0,-99.0,4.22,19.39,19.14,19.06,0.34,1.38,0.02,-99.0,18.87,0.53,0.6,9.3,-99.0,0.07,2.45,3.23,1.41,1.29,7.61,-99.0,5568.46,0.61,0.1,-15.61,2.15,-99.0,0.61,0.08,0.26,5556.0,0.41,-99.0,0.07,16.61,20.5,0,0.0,0.0,0.51,0,0,0,0.0,ALFALFA,3.21,0.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1436,0.01668121,NaN,1.41439998,1.02906198305,NaN,0.929322,ECO13807,7.21629,1.0,1,9.78507,1.0,9657.0,159.685,3.8994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.16,0.03,0.01,-99.0,0.08,-99.0,0.15,-99.0,20.61,0.06,3.8992781,1.55,-99.0,1.83,0.2,159.68458,0.11,-99.0,-99.0,3.52,19.27,18.68,19.08,0.25,1.28,0.19,-99.0,18.98,0.7,0.35,8.02,-99.0,0.1,2.22,2.98,1.19,1.1,7.51,-99.0,5533.3,0.36,0.06,-15.51,2.04,18.71,0.36,0.05,0.27,5533.3,1.15,-99.0,0.05,-99.0,20.0,0,0.0,0.0,0.39,0,0,0,0.0,ALFALFA,2.46,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1437,0.034035,NaN,0.43520999,2.4531302943,NaN,1.0382,ECO13808,6.88476,1.0,1,10.5608,1.0,9658.0,168.258,4.0386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,0.14,0.04,0.02,-99.0,0.1,17.15,0.17,-99.0,20.32,0.07,4.0384906,0.13,2.99,0.9,0.24,168.25785,0.13,-99.0,-99.0,6.16,18.58,17.45,18.45,0.22,1.2,-0.21,-99.0,18.27,0.8,0.42,13.46,-99.0,0.07,2.19,2.93,1.21,1.13,7.85,-99.0,6526.9,0.43,0.15,-16.53,1.94,18.52,0.43,0.05,2.29,6526.9,0.28,-99.0,0.25,-99.0,19.38,0,0.0,0.0,0.76,0,0,0,0.0,ALFALFA,2.25,0.07,12.56,0,0.0,11.03,26590,1.2,12.56,0,0.0,1,0,0.0,0.0,0
rs1438,0.05004311,1,0.35376,1.28265214364,1,0.935848,ECO13809,7.9408,1.0,1,10.6977,1.0,9659.0,168.972,4.3786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,0.37,0.04,0.02,0.36,0.1,-99.0,0.19,-99.0,19.85,0.07,4.3786551,0.05,-99.0,0.24,0.26,168.97211,0.14,-99.0,-99.0,4.44,18.49,16.95,18.0,0.61,1.91,0.1,14.75,17.74,0.46,0.45,9.79,0.27,0.03,2.76,3.67,1.46,1.23,8.55,-99.0,6064.6,0.47,0.04,-16.82,2.82,17.52,0.47,0.06,0.15,6064.6,0.11,-99.0,0.03,15.91,19.29,0,0.0,0.0,0.88,0,0,0,0.0,ALFALFA,2.35,0.1,11.19,0,0.0,11.07,26591,5.92,11.17,0,0.0,1,0,0.0,0.0,0
rs1439,0.05385838,NaN,-999.0,2.08696940881,NaN,0.79875,ECO13810,8.55202,1.0,1,10.65,1.0,9660.0,169.043,3.5344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.03,0.22,0.05,0.02,0.76,0.11,16.17,0.19,-99.0,20.04,0.08,3.5344008,0.05,0.48,0.2,0.26,169.04275,0.14,-99.0,-99.0,1.48,18.48,17.31,18.16,0.36,1.45,0.08,-99.0,18.0,0.82,0.47,3.97,-99.0,0.09,2.27,3.05,1.17,1.03,8.05,-99.0,6182.2,0.48,0.03,-16.71,2.24,17.86,0.48,0.06,0.06,6182.2,0.7,-99.0,0.03,16.11,19.4,0,0.12,1.07,1.24,0,1,2,0.21,ALFALFA,2.65,0.09,0.0,0,0.0,10.58,26592,3.12,0.0,0,0.0,1,0,0.0,0.0,0
rs1440,0.18268791,NaN,0.98909003,1.58226454767,NaN,1.01802,ECO13811,6.59572,1.0,1,11.0969,1.0,9432.0,170.07,0.7033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.11,0.03,0.01,4.04,0.08,-99.0,0.14,13.51,18.19,0.06,0.70445005,0.45,-99.0,0.48,0.19,170.06892,0.1,1.06,15.24,17.61,16.67,15.56,16.23,0.18,1.07,-0.05,-99.0,15.72,0.44,0.35,34.97,-99.0,0.05,2.04,2.73,1.14,1.07,8.45,-99.0,5657.7,0.35,0.03,-18.41,1.77,15.73,0.35,0.05,0.06,5657.7,0.27,1.11,0.03,17.87,17.54,1,0.0,0.0,1.43,0,0,0,0.0,ALFALFA,2.76,0.09,10.66,0,0.0,11.14,26168,8.24,10.54,0,0.0,1,0,0.0,0.0,1
rs1441,0.00991959,NaN,0.59527999,1.21544372124,NaN,0.623855,ECO13812,6.96386,1.0,1,8.14708,1.0,9661.0,173.42,2.2508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.04,0.03,0.01,-99.0,0.06,-99.0,0.11,-99.0,21.37,0.04,2.2507886,2.41,-99.0,1.58,0.15,173.42033,0.08,-99.0,-99.0,2.09,20.17,19.19,20.02,0.07,0.98,0.08,-99.0,20.31,0.76,0.27,4.78,-99.0,0.08,1.59,2.28,0.67,0.64,6.75,-99.0,5222.4,0.28,0.1,-14.43,1.67,22.37,0.28,0.04,0.33,5222.4,0.68,-99.0,0.07,-99.0,21.37,0,0.0,0.0,0.5,0,0,0,0.0,ALFALFA,2.17,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1442,0.00075754,NaN,0.73541999,3.04734790719,NaN,1.44782,ECO13813,7.65635,1.0,1,6.848,1.0,9662.0,173.483,1.0331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.58,0.02,0.01,1.0,0.06,-99.0,0.1,-99.0,22.72,0.04,1.033059,0.78,-99.0,1.58,0.14,173.48277,0.07,-99.0,-99.0,2.19,20.43,19.58,20.21,0.85,2.11,0.0,-99.0,19.97,0.69,0.25,4.68,-99.0,0.13,3.5,4.35,2.24,1.97,7.41,-99.0,4433.6,0.25,0.13,-13.87,2.96,20.0,0.25,0.03,1.32,4433.6,1.12,-99.0,-99.0,17.93,20.95,0,0.0,0.0,0.51,0,0,0,0.0,ALFALFA,3.2,0.07,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1443,0.13506664,NaN,0.26477,0.574683597861,NaN,0.905174,ECO13814,7.38927,1.0,1,10.9959,1.0,9433.0,174.254,3.4386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.22,0.02,0.01,0.75,0.04,14.42,0.07,14.27,18.34,0.03,3.4388495,0.25,0.4,0.32,0.1,174.2541,0.05,0.82,15.13,9.07,16.93,15.86,16.67,0.36,1.5,0.03,12.39,16.51,0.28,0.17,19.77,0.27,0.1,2.38,3.2,1.24,1.1,8.55,-99.0,5531.9,0.18,0.08,-17.87,2.33,16.45,0.18,0.02,0.04,5531.9,0.05,0.26,0.02,14.8,17.93,1,0.0,0.0,0.83,0,0,0,0.0,ALFALFA,2.42,0.07,11.58,0,0.0,11.01,26595,2.12,11.58,0,0.0,1,0,0.0,0.0,0
rs1444,0.01754782,NaN,0.32172999,1.1641956451,NaN,1.26824,ECO13815,6.77174,1.0,1,10.6296,1.0,9663.0,177.885,2.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.18,0.02,0.01,1.17,0.05,17.48,0.1,-99.0,20.29,0.04,2.4101981,0.81,5.15,1.7,0.13,177.88478,0.07,-99.0,-99.0,9.21,18.35,17.85,18.06,0.27,1.27,-0.01,-99.0,17.91,0.83,0.24,22.91,-99.0,0.19,2.42,3.18,1.42,1.33,7.89,-99.0,5990.5,0.24,0.38,-16.67,2.03,17.46,0.24,0.03,1.46,5990.5,0.41,-99.0,0.07,17.74,21.44,0,0.0,0.0,0.59,0,0,0,0.0,ALFALFA,2.27,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1445,0.08168035,2,0.20218,0.363025429492,2,0.699841,ECO13816,7.25999,40.0,0,14.1009,71.0,836.0,181.084,1.87289,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.25,0.02,0.01,1.05,0.06,16.05,0.1,14.5,19.16,0.04,2.4007926,0.49,2.67,1.18,0.14,180.69561,0.07,0.3,15.89,7.07,17.97,17.26,17.67,0.42,1.62,0.01,-99.0,17.49,0.72,0.24,15.41,-99.0,0.06,2.37,3.23,1.18,1.01,8.27,-99.0,5993.37,0.25,0.11,-17.05,2.47,16.59,0.25,0.03,0.23,5972.9,0.03,0.42,0.03,15.64,18.85,0,0.0,0.0,0.83,0,0,0,0.0,ALFALFA,2.62,0.07,14.1,0,0.0,14.1,20076,0.0,14.1,0,0.0,1,0,0.0,0.0,0
rs1446,0.14533982,NaN,2.93490005,4.60623095612,NaN,0.821335,ECO10808,7.70213,1.0,1,11.0729,1.0,8204.0,183.873,2.7611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.36,0.02,0.01,1.1,0.05,13.46,0.08,14.03,18.95,0.03,2.7613083,0.38,2.04,0.93,0.11,183.87285,0.06,0.79,15.01,7.29,17.24,15.89,16.82,0.59,1.89,-0.01,14.64,16.61,0.83,0.2,16.42,0.96,0.05,2.84,3.76,1.54,1.31,8.87,-99.0,7281.7,0.21,0.07,-18.3,2.8,16.33,0.21,0.03,0.15,7209.1,0.03,0.43,0.02,14.25,18.12,0,0.0,0.0,1.03,0,0,0,0.0,ALFALFA,2.72,0.09,10.84,0,0.0,11.21,25350,5.96,10.84,0,0.0,1,0,0.0,0.0,0
rs1447,0.0746006,NaN,0.70603001,0.563964433399,NaN,1.47161,ECO13817,6.4525,1.0,1,11.1929,1.0,9434.0,185.33,3.7881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.32,0.02,0.01,0.76,0.04,15.63,0.07,-99.0,19.57,0.03,3.7875903,0.69,5.32,1.21,0.1,185.32951,0.05,-99.0,-99.0,21.1,16.21,16.62,16.12,0.46,1.46,-0.18,-99.0,16.15,0.87,0.18,34.54,-99.0,0.05,2.65,3.37,1.64,1.5,8.87,-99.0,6793.9,0.18,0.45,-18.87,2.19,15.76,0.18,0.02,1.04,6793.9,0.19,-99.0,0.53,15.51,15.78,1,0.0,0.0,0.71,0,0,0,0.0,ALFALFA,2.26,0.05,11.27,0,0.0,11.11,26169,3.12,11.27,0,0.0,1,0,0.0,0.0,0
rs1448,0.09485369,NaN,0.21749,0.213626731727,NaN,1.17739,ECO13818,7.11574,2.0,0,11.6789,2.0,5092.0,186.128,1.83254,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.16,0.02,0.01,1.24,0.04,15.51,0.08,-99.0,19.33,0.03,1.7725349,0.05,0.72,1.24,0.11,186.10978,0.06,-99.0,15.3,14.33,17.21,15.64,16.9,0.25,1.23,-0.1,-99.0,16.28,0.39,0.2,47.78,-99.0,0.46,2.3,3.05,1.32,1.22,8.51,-99.0,7002.81,0.2,0.31,-18.15,1.98,16.83,0.2,0.03,0.21,6962.8,0.1,1.12,0.19,13.86,18.29,0,0.0,0.0,1.04,0,0,0,0.0,ALFALFA,2.7,0.09,11.48,0,0.0,12.03,23154,0.0,11.48,0,0.0,1,0,0.0,0.0,0
rs1449,0.05451112,NaN,2.07690001,3.08939105912,NaN,0.714382,ECO13819,7.37997,1.0,1,10.5744,1.0,9664.0,187.75,0.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.22,0.02,0.01,0.18,0.05,15.52,0.09,-99.0,19.16,0.04,0.26535899,0.13,0.23,0.53,0.13,187.75094,0.07,-99.0,15.89,5.0,17.77,16.81,17.52,0.36,1.45,0.01,-99.0,17.31,0.39,0.23,9.4,-99.0,0.03,2.22,3.01,1.13,0.99,7.99,-99.0,4421.2,0.23,0.1,-16.55,2.24,17.17,0.23,0.03,0.04,4421.2,0.23,0.15,0.03,15.81,18.53,0,0.0,0.0,1.32,0,0,0,0.0,ALFALFA,4.62,0.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1450,0.02712825,NaN,1.58270001,2.22502382019,NaN,1.09882,ECO13820,6.9632,1.0,1,10.66,1.0,9665.0,188.825,1.3825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.31,0.02,0.01,1.08,0.05,15.77,0.09,-99.0,19.75,0.03,1.3831675,1.44,1.4,0.73,0.12,188.82589,0.06,-99.0,15.27,7.24,18.36,16.86,18.06,0.49,1.67,-0.21,-99.0,17.78,0.65,0.21,13.14,-99.0,0.07,2.82,3.68,1.64,1.46,8.23,-99.0,6188.4,0.22,0.06,-16.73,2.52,16.33,0.22,0.03,0.94,6188.4,0.55,0.58,0.05,16.2,18.21,0,0.0,0.0,1.41,0,0,0,0.0,ALFALFA,3.06,0.12,10.29,0,0.0,11.17,26170,7.34,10.24,0,0.0,1,0,0.0,0.0,1
rs1451,0.14992674,NaN,0.31547001,0.856854599357,NaN,1.00277,ECO13821,7.59348,1.0,1,11.1269,1.0,9435.0,192.032,3.6333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,0.44,0.03,0.01,-99.0,0.06,-99.0,0.11,14.24,18.86,0.04,3.6333366,0.18,-99.0,-99.0,0.15,192.03183,0.08,0.45,14.24,13.59,17.01,-99.0,16.5,0.69,2.0,0.11,13.62,15.73,0.83,0.27,33.41,1.29,0.47,3.03,3.94,1.73,1.47,9.19,-99.0,6955.3,0.28,0.09,-18.57,2.9,15.52,0.28,0.04,0.4,6955.3,0.06,1.44,0.06,-99.0,17.72,1,0.0,0.0,1.07,0,0,0,0.0,ALFALFA,2.31,0.05,10.98,1,10.93,11.24,26171,6.51,10.98,0,6.76,1,15858,11.21,10.93,0
rs1452,4.053e-05,NaN,0.47312999,1.52611664885,NaN,3.02144,ECO13822,6.88896,1.0,1,10.2894,1.0,9666.0,194.57,4.1303,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.02,1.01,0.03,0.01,1.23,0.06,16.22,0.11,-99.0,20.05,0.04,4.1307932,1.26,2.75,2.62,0.15,194.56962,0.08,-99.0,-99.0,4.5,19.43,17.99,18.97,1.51,3.32,0.09,-99.0,18.69,0.83,0.27,7.75,-99.0,0.07,5.43,6.47,3.62,3.12,7.91,-99.0,6930.5,0.28,0.13,-16.09,4.36,17.64,0.28,0.04,6.87,6930.5,0.74,-99.0,0.06,17.19,27.0,0,0.0,0.0,0.6,0,0,0,0.0,ALFALFA,1.84,0.06,0.0,0,0.0,11.0,26598,8.33,0.0,0,0.0,1,0,0.0,0.0,0
rs1453,0.02463321,NaN,0.97329998,1.01469642903,NaN,1.20802,ECO13823,8.40789,1.0,1,10.7264,1.0,9667.0,200.699,3.7792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.33,0.02,0.01,0.31,0.05,16.0,0.09,-99.0,17.62,0.04,3.7793812,0.05,0.5,0.34,0.13,200.69881,0.07,-99.0,15.38,1.95,18.58,17.34,18.17,0.5,1.64,0.07,-99.0,17.99,0.7,0.22,5.11,-99.0,0.03,2.81,3.63,1.68,1.5,8.27,-99.0,6994.5,0.23,0.04,-16.89,2.46,17.83,0.23,0.03,0.12,6994.5,0.93,0.46,0.04,16.03,19.71,0,0.0,0.0,2.7,0,0,0,0.0,ALFALFA,2.24,0.08,11.14,0,0.0,11.4,26172,5.96,11.14,0,0.0,1,0,0.0,0.0,0
rs1454,0.02656474,NaN,0.17669,0.384112765192,NaN,1.02717,ECO13824,6.97621,3.0,0,12.8919,5.0,3841.0,204.656,4.47699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.31,0.02,0.01,1.85,0.05,15.07,0.1,-99.0,20.21,0.04,4.2408581,1.92,2.44,3.82,0.13,204.54975,0.07,-99.0,-99.0,6.88,18.82,17.95,18.44,0.49,1.67,-0.07,-99.0,18.19,0.88,0.24,14.07,-99.0,0.11,2.75,3.6,1.57,1.39,8.15,-99.0,6951.53,0.24,0.11,-16.58,2.52,16.56,0.24,0.03,1.53,6848.4,0.33,-99.0,0.08,16.77,19.55,0,0.0,0.0,0.4,0,0,0,0.0,ALFALFA,2.14,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1455,0.02083525,NaN,0.27928001,1.51502235081,NaN,0.971793,ECO13825,6.74676,1.0,1,10.2507,1.0,9668.0,204.576,3.9256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.25,0.02,0.01,-99.0,0.05,-99.0,0.1,-99.0,20.85,0.04,3.9256095,1.24,-99.0,1.92,0.13,204.5765,0.07,-99.0,-99.0,6.47,19.23,18.28,18.93,0.41,1.57,0.19,-99.0,18.63,0.81,0.24,12.92,-99.0,0.16,2.52,3.36,1.36,1.2,7.87,-99.0,6671.2,0.24,0.2,-16.03,2.4,17.95,0.24,0.03,1.86,6671.2,0.11,-99.0,0.15,-99.0,19.94,0,0.0,0.0,0.44,0,0,0,0.0,ALFALFA,2.36,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
rs1456,0.0711154,NaN,0.33399999,0.743889156311,NaN,0.953762,ECO13826,8.66654,1.0,1,10.8492,1.0,9669.0,205.207,2.8175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.21,0.02,0.01,0.1,0.05,15.65,0.09,13.85,19.74,0.03,2.8178559,0.11,0.21,0.17,0.12,205.20741,0.06,0.55,15.32,1.51,18.07,16.88,17.78,0.34,1.46,0.14,-99.0,17.66,0.72,0.21,4.09,-99.0,0.04,2.36,3.17,1.25,1.11,8.27,-99.0,6903.8,0.21,0.05,-17.25,2.27,17.44,0.21,0.03,0.05,6903.8,0.09,0.39,0.03,15.9,18.92,0,0.0,0.0,0.93,0,0,0,0.0,ALFALFA,2.88,0.08,11.97,0,0.0,11.13,26173,1.49,11.97,0,0.0,1,0,0.0,0.0,0
rs1457,0.06454147,NaN,0.23374,0.743889156311,NaN,1.05743,ECO13827,6.82288,1.0,1,10.8396,1.0,9670.0,205.333,2.9653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.01,0.15,0.02,0.01,4.96,0.05,-99.0,0.09,-99.0,19.7,0.03,2.9655727,0.21,-99.0,0.62,0.12,205.33318,0.06,-99.0,-99.0,8.98,18.0,17.4,17.82,0.23,1.22,-0.15,-99.0,17.62,0.7,0.21,19.93,-99.0,0.07,2.17,2.91,1.19,1.1,8.15,-99.0,6913.8,0.21,0.33,-17.22,1.96,17.93,0.21,0.03,0.53,6913.8,0.06,-99.0,0.06,16.56,18.92,0,0.0,0.0,0.58,0,0,0,0.0,ALFALFA,3.04,0.06,0.0,0,0.0,11.0,26600,2.23,0.0,0,0.0,1,0,0.0,0.0,0
